text,intent
가석방 이현식,undefined
가석방 심사관 이안수,undefined
테라파고스의,undefined
훗카이도,undefined
10 LIVES,undefined
나이팅게,undefined
꿈꾸지 않으면,undefined
CIRCUIT,undefined
밤하늘의 별,undefined
재능TV 슈팅스타 티니핑,undefined
착한 상주시,undefined
비키니 브레이크,undefined
마카앤로니 선인장,undefined
VV 파닉스,undefined
최강의 동물도감,undefined
시골이장,undefined
신데렐라 게임 재방송,undefined
초고속 결혼 후 연애해줘,undefined
선을 넘는 클래식 틀어줘,play.video
선남면 클래스,undefined
어남선생,undefined
어남선생 양념 게장,undefined
핑크퐁이랑 고기랑 새친구 니니모,undefined
넘버 블럭스 무료,undefined
DA RA MI FAMILY,undefined
친절한 한 2시,undefined
마리아 몬테소리,undefined
헌법재판관,undefined
이상한 여자,undefined
오동잎,undefined
아마가미씨는 인연 맺기,undefined
구속심사관 이한신,undefined
사자성어 퀴즈 하자,undefined
압구정 백야 89회 틀어줘,play.video
압구정 백야 71 회,undefined
뚜식이 무료 보기,undefined
강남 비-사이드,undefined
주니토니영어동화뮤지컬틀어줘,play.video
식객 허영만의 백반기행 1 회,undefined
신데렐라 할게,undefined
필그림 교회,undefined
오스만의 제국,undefined
임영웅 I'M 스타디움,undefined
메탈 카드 뭘,undefined
핑크퐁 구구단 노래,undefined
조명 가게 몰아보기,play.video
저 출생 극복 프로젝트,undefined
슈팅스타 캐치티,undefined
달나라에서 사는 여인,undefined
최불암 한국밥상,undefined
석방 심사관 이한신,undefined
트루 랭킹 쇼찐이야,undefined
영야성화,undefined
류쥬키,undefined
이혼캠프 17 회,undefined
훼미리 다리미,undefined
시골 마을의장,undefined
천년의 이야기,undefined
팅커 테일러,undefined
뚜식이 파자마파티,undefined
철도 오타쿠 미치코,undefined
광개토대왕 이어보기,resume.video
을의 연애,undefined
메이의 새빨간 이유,undefined
PADDINGTON 3,undefined
2024 가요대축제,undefined
KBS 가요대축제 글로벌 페스티벌,undefined
WELCOME TO THE SHOW,undefined
본능의 제국,undefined
옥씨 부인의,undefined
혹시 보이저,undefined
혹시 비인증,undefined
혹시 부에,undefined
혹시 문전,undefined
혹시 비행정,undefined
역시 부인전,undefined
귀부인정,undefined
기안 세호,undefined
기안 SAY,undefined
제가 왕도감,undefined
나홀로 집에 한국더빙판,undefined
2024년 가요 대축제,undefined
액슬을 담아 당신에게,undefined
삼생 2리 연구소,undefined
유튜브 파충류 그림 그리기,undefined
유튜브에서 디즈니 공주,undefined
유튜브에서 임영웅의 HOME 라인댄스,undefined
초등학생 영어 유튜브,undefined
유튜브 TONIC 사용법,undefined
유튜브 동탄 시온 교회,undefined
유튜브로 어린이 스트레칭,undefined
유튜브 찹쌀 고추장 담그기,undefined
유튜브 어려운 종이접기,undefined
유튜브 체조송대관 기분이 좋아,undefined
유튜브 실버 건강 댄스,undefined
유튜브 서장훈 눈물,undefined
유튜브 O HOLY NIGHT,undefined
유튜브에서 동물 배틀,undefined
빅뱅 WE LIKE 2 PARTY 유튜브,undefined
유튜브에서 집안 치우기,undefined
알럽 바이블 유튜브,undefined
유튜브에서 아주 NICE,undefined
유튜브 빨라지는 노래,undefined
유튜브 브롤스타즈 크로우,undefined
유튜브 모녀 유럽 여행,undefined
유튜브 요리 프로 떡볶이,undefined
유튜브 제니 MANTRA,undefined
유튜브 흔한 남매해봐,undefined
유튜브 도플갱어 피하기,play.video
유튜브 예수 나의 산소망,undefined
유튜브 실버 건강체조,undefined
핑크퐁 인기동요 유튜브,undefined
유튜브 주의 손에 나의 손을 포개고,undefined
유튜브 한글 용사 아이야 빛,undefined
유튜브 사랑침례교회 실시간,undefined
유튜브 열혈사제 1화,undefined
유튜브 위 베어스 한글,undefined
캠핑 유튜브 틀어줘,play.video
속담놀이 유튜브,undefined
유튜브 카봇 우가바엑스,undefined
유튜브 색종이 접는 법,undefined
유튜브 눈을 굴려서,undefined
유튜브 서울 지하철 환승 음악,undefined
유튜브 삼각큐브접기,undefined
유튜브에서 동물 이름 맞추기,undefined
유튜브 수상한 그녀드라마,undefined
화산인간 검색해줘,search.video
영화 해야 할 일 찾아줘,search.video
랄랄 진짜배기 틀어줘,play.video
지금 거신 전화를 틀어줘,play.video
태리의 장난감 TV 틀어줘,play.video
레고 한글 틀어줘,play.video
맹꽁아 결혼하자 찾아줘,search.video
핑크퐁 영어 들려줘,play.video
과학을 보다 틀어줘,play.video
랄랄라빵빵 노래 틀어줘,play.video
고독의 미식가 틀어줘,play.video
미스터트롯 3 해주세요,play.video
파크골프 틀어주세요,play.video
KBS 가요,undefined
2024 가요,undefined
가요대축제 베이비복스,undefined
가요제 축제,undefined
2024년 KBS 가요대축제,undefined
2023 KBS 가요대축제,undefined
어제 방송한 KBS 가요대축제,undefined
2024 KBS 가요대축제 글로벌 페스티벌,undefined
2024년 KBS 가요대축제 글로벌 페스티벌,undefined
KBS 가요 시상식,undefined
2024년 가요 대상,undefined
의사 봉달해,undefined
의사봉달희,undefined
가석방이,undefined
어 지금 거신 전화는,undefined
지금 거신 전화는 없는,undefined
미녀와 야수 이야기 들려줘,play.video
열혈사제 11 해,undefined
가유파소년,undefined
치앙마이 한달 살기,undefined
나홀로 집에 한국 더빙,undefined
신대리야 전쟁,undefined
엄마의 손두부,undefined
뮤직뱅크 IN JAPAN,undefined
동막골 보여주세요,play.video
좀비 아기 상어,undefined
SBS 열혈신부 10 회,undefined
11 신부,undefined
브레드이발소 빵스타 대결도,undefined
반딧불의 언덕,undefined
칠흑의 추적자 틀어,play.video
결혼 후 연애중,undefined
이탈강사,undefined
핑크퐁 그림자,undefined
아데일의 대지에서,undefined
하얀 곰 하푸,undefined
토트넘 핫스퍼,undefined
심판의 날,undefined
크리스마스 기적,undefined
라아데일의 대지에서,undefined
텐트밖은입니다,undefined
경오년 틀어줘,play.video
불꽃소년축구단,undefined
그리지와 곰,undefined
참돔낚시,undefined
2024 연기대상,undefined
하이스트,undefined
창현이 틀어주세요,play.video
제로의사역싸,undefined
핑크퐁 포기,undefined
베베핑 베베핑,undefined
도넛레인저,undefined
꼬꼬멜론,undefined
호주 테마기행,undefined
신사와 풍경,undefined
모안나,undefined
유재석 풍향계,undefined
와 진짜 이런 일이,undefined
THE POWER OF THE도,undefined
백베이커 2,undefined
반딧불 언덕,undefined
브레드 이발소 0 스타즈,undefined
압구정 백야웨이브,undefined
DAY 6 WELCOME TO SHOW,undefined
윤사제,undefined
류현진 골프,undefined
시네마 파라다이스,undefined
안강이 율동동요,undefined
티니핑 동화,undefined
IVE THE 1ST WORLD TOUR IN CINEMA,undefined
VENOM THE LAST DANCE,undefined
ETERNITY 신화의숲,undefined
알수 없는 세계,undefined
RED ROOMS,undefined
풍향곡,undefined
혹시 본전,undefined
혹시 부인들,undefined
혹시 부인재,undefined
혹시 부인 이전,undefined
혹시 아씨전,undefined
혹시 분,undefined
혹시 부인점,undefined
혹시 부인전 6 회,undefined
혹시 부인 6 회,undefined
혹시 볼링장,undefined
혹시 부인 5 회,undefined
혹시 부인전 재방송,undefined
혹시 무인,undefined
혹시 무인점,undefined
옥씨 부인 6 회,undefined
옥씨 부인 줘,undefined
옥씨 부인견,undefined
옥씨부인저,undefined
옥씨 부인전 5부,undefined
옥씨 부인 5 화,undefined
옥씨부인 5 회 틀어줘,play.video
수옥씨 부인,undefined
옥씨 부인 전어,undefined
열혈사제 12 회 재방송,undefined
핀란드셋방자리,undefined
지금 전화 거는 중 틀어줘,play.video
지금 거신 전화번호는 보여줘,play.video
지금 전화 거신 그대는,undefined
내가 거신 전화는,undefined
지금 거신 전화는 몰아보기,play.video
이젠 결혼할수 있을까 보여줘,play.video
초석 결혼 후 열애중,undefined
유튜브 우리 학생이 아냐,undefined
유튜브 사랑하는 은동아 12 회,undefined
유튜브에서 최우진의 인생지게 들려줘,play.video
유튜브 여의도순복음교회 주일예배 이브,undefined
유튜브 광명 한빛 교회,undefined
유튜브에서 최우진 아미새,undefined
유튜브 다이아나쇼,undefined
유튜브 천주교 사도신경,undefined
유튜브에서 홍진영 내 사랑,undefined
유튜브 사랑하는 은동아 15 회,undefined
유튜브 MOVING BALL,undefined
유튜브에서 이진아 달력 한장,undefined
유튜브 반반의 유치원 친구들 만들기,undefined
높은뜻 광성 교회 유튜브,undefined
유튜브에서 TV 사랑은 싫고,undefined
유튜브 미용실 놀이,undefined
유튜브 여의도순복음교회 주일예배 2 4,undefined
마가의 다락방 유튜브,undefined
유튜브 부평감리교회 저녁 예배,undefined
2024 가요 축제,undefined
2014 가요대축제,undefined
한일가요 톱,undefined
가석방이 한심,undefined
가석방 심사관이 하신,undefined
아 석방 심사관 이한신,undefined
초고속 결혼 후 열애중 10회줘,undefined
불어라 열풍아 41 회,undefined
풍향구,undefined
풍양곡,undefined
풍향골,undefined
풍향,undefined
울어라 미풍아,undefined
언제나 그자리에,undefined
야망 시대,undefined
현역가왕조,undefined
퀸카들이 살아남는 법,undefined
해피버스 직업체험 영어동요 레드,undefined
KISS에 5,undefined
오라라핑,undefined
10월 이장우,undefined
화서동,undefined
사랑은 외다리나무,undefined
황혼의 문턱,undefined
여름 서재,undefined
초고속 연애중,undefined
이혼숙려캠프 18 회,undefined
힘센 봉순이,undefined
별순검 시즌,undefined
얘들 사제 2,undefined
한샘리 연구소,undefined
뉴주기,undefined
명야성하,undefined
5시 부행장,undefined
회신 37 회,undefined
히든스페이스,undefined
GLAD 8,undefined
블랙 죠의 사랑,undefined
사랑은 외나무 다리해줘,undefined
사랑은 외나무다리에 4,undefined
사랑한다 외나무 다리에서,undefined
사랑의 외나무,undefined
뚜식이 7,undefined
한강작가 유튜브,undefined
나두 잼 유튜브,undefined
12 DAYS OF CHRISTMAS,undefined
똘똘이 병원놀이,undefined
2024년 연예대상,undefined
2024 년 SBS 연기대상,undefined
어린이 크리스마스 캐롤,undefined
소사동 보여줘,play.video
2024년 KBS 연예대상 시상식 2부,undefined
이과의사봉달이,undefined
이상한 그녀,undefined
SHOOTING STAR 무료,undefined
지미는 과학,undefined
도라에몽 UTOPIA,undefined
연기대상 1부 틀어줘,play.video
아기 상어 미용실 놀이,undefined
한 판 승부,undefined
다리미 26 회,undefined
대저역 육십회,undefined
옥탑방의 문제아들 OPENING,undefined
눈이 달린 도시 알려줘,play.video
남서울은혜교회 틀어주세요,play.video
수영로 교회,undefined
중앙교회,undefined
방주교회,undefined
삼생미리 멍냥 연구소,undefined
전참시 김도영,undefined
세상에서 가장,undefined
삼생멍냥 연구소,undefined
베들레헴으로 가는 길,undefined
예를 사지,undefined
VENOM 무료,undefined
브레드 이발소 베이커리타운 틀어줘,play.video
셀덤메카드,undefined
로보카폴리 영어로 틀어줘,play.video
무서운 이야기 13 틀어줘,play.video
억시 V,undefined
양평 두물머리,undefined
미움받는 히로인과 비밀스러운,undefined
KBS 음악대축제,undefined
그리지와 RAVAGED,undefined
윌리 웡카와 찰리 공장,undefined
유튜브 드래곤볼 다이마,undefined
자동차 맞추기 유튜브,undefined
유튜브 세광교회 성탄예배,undefined
유튜브에서 크리스마스 배경,undefined
유튜브 하루 또 하루,undefined
유튜브에서 크리스마스 영화,undefined
유튜브 다이소 자동차,undefined
유튜브 배틀 미니카 접기,undefined
유튜브앗 뜨거워 틀어줘,play.video
유튜브에서 미스김노래 들려줘,play.video
유튜브 아틀란타 한인 교회,undefined
유튜브 법 공부 알려줘,play.video
유튜브 오프로드 자동차,undefined
리틀 엔젤 유튜브,undefined
유튜브 연신내 빌라,undefined
유튜브 카봇 세이버,undefined
유튜브 유라포켓몬 빵,undefined
유튜브 나 혼자 산다,undefined
유튜브 크리스마스 아기동요,undefined
유튜브 무말랭이 만드는 법,undefined
유튜브로 1박 2일 3 특집,undefined
유튜브 DITTO 이야기,undefined
유튜브 지하철 용산역,undefined
유튜브 크리스마스 에센셜,undefined
유튜브 개콘 아무말 대잔치,undefined
유튜브에 한화 에어로 스페이스,undefined
유튜브 산타할아버지 오시는 날,undefined
뽀로로 유튜브,undefined
유튜브 별별기적,undefined
유튜브에서 트리클레이로 만들기,undefined
유튜브 크리스마스 만화,undefined
유튜브 김범수 오직 너만,undefined
사랑은 은아무다리에서,undefined
첫사랑은 외나무다리에서,undefined
사랑 외나무 다리,undefined
혹시 윈저,undefined
하이 빅스비 신비아파트 틀어줘,play.video
레고시티 한국 버전 틀어줘,play.video
윤씨 부인전 틀어줘,play.video
엑스가리온 1 찾아줘,undefined
정신병동에도 아침은 찾아와요,undefined
가석방 1회부터,play.video
가석방 심사 심사관 이 한신,undefined
가석방 심사관 11 회,undefined
가석방을 위한 신,undefined
이한신 12 회,undefined
이한신 1회부터,undefined
교도관이 한신,undefined
이한신 12 화,undefined
CATCHING 스타티니핑,undefined
틴 스타 캐치 티니핑,undefined
슈팅스타 캐치티니핑해,undefined
동요 핑크퐁 동물 동요,undefined
이한신 마지막 회,undefined
유튜브에 한화 에어로 스페이스,undefined
유튜브 산타할아버지 오시는 날,undefined
뽀로로 유튜브,undefined
유튜브 별별기적,undefined
유튜브에서 트리클레이로 만들기,undefined
유튜브 크리스마스 만화,undefined
유튜브 김범수 오직 너만,undefined
사랑은 은아무다리에서,undefined
첫사랑은 외나무다리에서,undefined
사랑 외나무 다리,undefined
혹시 윈저,undefined
하이 빅스비 신비아파트 틀어줘,play.video
레고시티 한국 버전 틀어줘,play.video
윤씨 부인전 틀어줘,play.video
엑스가리온 1 찾아줘,search.video
정신병동에도 아침은 찾아와요,undefined
가석방 1회부터,undefined
가석방 심사 심사관 이 한신,undefined
가석방 심사관 11 회,undefined
가석방을 위한 신,undefined
이한신 12 회,undefined
이한신 1회부터,undefined
교도관이 한신,undefined
이한신 12 화,undefined
CATCHING 스타티니핑,undefined
틴 스타 캐치 티니핑,undefined
슈팅스타 캐치티니핑해,undefined
동요 핑크퐁 동물 동요,undefined
이한신 마지막 회,undefined
유튜브에 한화 에어로 스페이스,undefined
유튜브 산타할아버지 오시는 날,undefined
뽀로로 유튜브,undefined
유튜브 별별기적,undefined
유튜브에서 트리클레이로 만들기,undefined
유튜브 크리스마스 만화,undefined
유튜브 김범수 오직 너만,undefined
사랑은 은아무다리에서,undefined
첫사랑은 외나무다리에서,undefined
사랑 외나무 다리,undefined
혹시 윈저,undefined
하이 빅스비 신비아파트 틀어줘,play.video
레고시티 한국 버전 틀어줘,play.video
윤씨 부인전 틀어줘,play.video
엑스가리온 1 찾아줘,search.video
정신병동에도 아침은 찾아와요,undefined
가석방 1회부터,undefined
가석방 심사 심사관 이 한신,undefined
가석방 심사관 11 회,undefined
가석방을 위한 신,undefined
이한신 12 회,undefined
이한신 1회부터,undefined
교도관이 한신,undefined
이한신 12 화,undefined
CATCHING 스타티니핑,undefined
틴 스타 캐치 티니핑,undefined
슈팅스타 캐치티니핑해,undefined
동요 핑크퐁 동물 동요,undefined
이한신 마지막 회,undefined
당신을 알고 싶어요,undefined
유튜브에 한화 에어로 스페이스,undefined
유튜브 산타할아버지 오시는 날,undefined
뽀로로 유튜브,undefined
유튜브 별별기적,undefined
유튜브에서 트리클레이로 만들기,undefined
유튜브 크리스마스 만화,undefined
유튜브 김범수 오직 너만,undefined
사랑은 은아무다리에서,undefined
첫사랑은 외나무다리에서,undefined
사랑 외나무 다리,undefined
혹시 윈저,undefined
하이 빅스비 신비아파트 틀어줘,play.video
레고시티 한국 버전 틀어줘,play.video
윤씨 부인전 틀어줘,play.video
엑스가리온 1 찾아줘,search.video
정신병동에도 아침은 찾아와요,undefined
가석방 1회부터,undefined
가석방 심사 심사관 이 한신,undefined
가석방 심사관 11 회,undefined
가석방을 위한 신,undefined
이한신 12 회,undefined
이한신 1회부터,undefined
교도관이 한신,undefined
이한신 12 화,undefined
CATCHING 스타티니핑,undefined
틴 스타 캐치 티니핑,undefined
슈팅스타 캐치티니핑해,undefined
동요 핑크퐁 동물 동요,undefined
이한신 마지막 회,undefined
당신을 알고 싶어요,undefined
당신을 알고 싶어요,undefined
엑스가리온 1 검색해줘, search.video
레드원 영상 찾아봐, search.video
고둥둥심포니가 무엇인지 알려줘, search.video
마법천자문 관련 정보 좀 찾아줘, search.video
스타워즈 7편 검색해봐, search.video
어벤져스 엔드게임에 대해 알아봐, search.video
해리포터 1편 정보 검색해줘, search.video
원피스 최신화가 있나요?, search.video
나르코스 시즌 1 어디서 볼 수 있는지 찾아줘, search.video
인터스텔라 관련 내용을 찾아봐, search.video
어드벤처 타임 줄거리 검색해줘, search.video
아이언맨 2편 정보 좀 알려줘, search.video
기생충 리뷰를 검색해줘, search.video
로마의 휴일에 대해 알아봐, search.video
해리포터와 비밀의 방 줄거리 찾아봐, search.video
가디언즈 오브 갤럭시 내용 좀 검색해줘, search.video
퍼스트맨 영화 리뷰를 알려줘, search.video
셰프의 테이블 관련 정보 검색해줘, search.video
매트릭스 영화가 어떤 내용인지 알아봐, search.video
겨울왕국 2편에 대해 찾아봐, search.video
킹덤 시즌 2 어디서 볼 수 있나요?, search.video
슈퍼배드 3편이 있는지 검색해줘, search.video
월-E에 대해 알아봐, search.video
좀비랜드 2편 줄거리 검색해봐, search.video
아이언맨 1편에 대해 알려줘, search.video
카우보이 비밥 관련 정보를 찾아봐, search.video
스파이더맨 홈커밍 어디서 볼 수 있는지 검색해줘, search.video
디즈니 애니메이션 정보를 알아봐, search.video
놀러와 시즌 1 줄거리 찾아봐, search.video
반지의 제왕 1부 어디서 볼 수 있나요?, search.video
토이 스토리 4편 관련 정보를 알려줘, search.video
디스 이즈 어스 검색해봐, search.video
주토피아 줄거리 검색해줘, search.video
센과 치히로의 행방불명 정보를 찾아봐, search.video
피지컬: 100 어디서 볼 수 있는지 알려줘, search.video
데드풀 2편 리뷰를 검색해줘, search.video
하우스 오브 카드 시즌 5를 찾아봐, search.video
주성치 영화 리스트를 검색해줘, search.video
원피스 1000화 어디서 볼 수 있나요?, search.video
킹콩의 역습 내용을 알아봐, search.video
공각기동대 영화 줄거리 검색해줘, search.video
킬 빌 1편 리뷰를 찾아봐, search.video
모아나 영화 정보 검색해줘, search.video
트랜스포머 4편 줄거리를 알려줘, search.video
셜록 시즌 4에 대해 알아봐, search.video
몬스터 주식회사 2편 어디서 볼 수 있는지 검색해줘, search.video
브레이킹 배드 시즌 5를 검색해봐, search.video
피터 팬 2003 영화 정보를 찾아줘, search.video
쿵푸 팬더 3편 줄거리를 검색해줘, search.video
어벤져스: 인피니티 워 내용 좀 알려줘, search.video
가브리엘라의 노래를 검색해봐, search.video
플로리다 프로젝트 정보를 찾아봐, search.video
토르: 라그나로크 줄거리를 검색해줘, search.video
리틀 미스 선샤인 영화 리뷰를 알아봐, search.video
인셉션 영화에 대해 알려줘, search.video
해리포터와 죽음의 성물 1편 줄거리를 찾아봐, search.video
캐리비안의 해적 4편 어디서 볼 수 있는지 검색해줘, search.video
맘마미아 2편 정보를 알아봐, search.video
디즈니랜드 VLOG를 검색해줘, search.video
그랜드 부다페스트 호텔 리뷰를 찾아봐, search.video
카드캡터 체리 전체 시즌에 대해 알려줘, search.video
어드벤처 타임 시즌 5를 어디서 볼 수 있나요?, search.video
리틀마스터 시리즈를 검색해봐, search.video
기기괴괴 영화 정보 좀 알려줘, search.video
다크 나이트에 대해 알아봐, search.video
피치 퍼펙트 2 리뷰를 찾아봐, search.video
스쿠비 두 관련 정보를 검색해줘, search.video
한여름의 판타지아 영화 내용을 찾아봐, search.video
서울의 밤 영상 리뷰를 알려줘, search.video
몬스터 스트라이크 영화를 어디서 볼 수 있나요?, search.video
트랜스포머 1편 줄거리 검색해봐, search.video
장고: 분노의 추적자 줄거리를 알아봐, search.video
퍼시픽 림 2편 리뷰를 검색해줘, search.video
나쁜 녀석들 2편 어디서 볼 수 있는지 알려줘, search.video
정글북 2편 관련 정보를 검색해봐, search.video
알라딘 2019 영화 리뷰를 찾아봐, search.video
하이큐 시즌 3 어디서 볼 수 있나요?, search.video
신의 탑 애니메이션 관련 정보를 알아봐, search.video
탑건: 매버릭 줄거리를 검색해줘, search.video
좀비랜드 영화에 대해 알려줘, search.video
카드캡터 체리 시즌 2 정보를 검색해봐, search.video
유미의 세포들 애니메이션 어디서 볼 수 있나요?, search.video
봉오동 전투 영화 리뷰를 알아봐, search.video
어린왕자 영화 정보를 찾아봐, search.video
스타워즈: 깨어난 포스 줄거리를 알려줘, search.video
천공의 성 라퓨타 영화를 검색해봐, search.video
이상한 나라의 앨리스 영화 정보를 알아봐, search.video
넥스트 레벨 영화에 대해 알려줘, search.video
스타트렉: 어둠의 저편 내용을 검색해줘, search.video
멈춘 동영상 이어서 재생해줘, resume.video
일시정지한 영상 다시 시작해, resume.video
지난번 보던 영화 이어서 보기, resume.video
중단했던 유튜브 영상 계속해, resume.video
일시정지한 방송 다시 재생해줘, resume.video
KBS 채널로 변경해줘, set.channel.selected
유튜브 채널로 전환해, set.channel.selected
JTBC로 채널 설정해줘, set.channel.selected
Netflix 채널로 이동해, set.channel.selected
디즈니 채널 선택해줘, set.channel.selected
SBS 채널로 변경해줘, set.channel.selected
MBC 채널로 전환해, set.channel.selected
Amazon Prime 채널로 설정해, set.channel.selected
Hulu 채널로 이동해, set.channel.selected
TV 동영상 채널로 변경해, set.channel.selected
스포티파이 채널로 전환해, set.channel.selected
Twitch 채널로 설정해줘, set.channel.selected
Apple TV 채널로 이동해, set.channel.selected
BBC 채널로 변경해줘, set.channel.selected
CNN 채널로 전환해, set.channel.selected
멈춘 동영상 이어서 재생해줘, resume.video
일시정지한 영상 다시 시작해, resume.video
지난번 보던 영화 이어서 보기, resume.video
중단했던 유튜브 영상 계속해, resume.video
일시정지한 방송 다시 재생해줘, resume.video
멈춘 프로그램 이어서 틀어줘, resume.video
중단된 영화 다시 재생해, resume.video
일시정지한 다큐멘터리 이어서 보기, resume.video
멈춘 드라마 다시 시작해, resume.video
일시정지한 뮤직비디오 이어서 틀어줘, resume.video
중단했던 라이브 스트림 계속해, resume.video
멈춘 애니메이션 다시 재생해, resume.video
일시정지한 강의 영상 이어서 보기, resume.video
중단된 스포츠 경기 다시 재생해, resume.video
멈춘 여행 브이로그 이어서 틀어줘, resume.video
최신 영화 리뷰 찾아줘, search.video
인기 있는 요리 영상 검색해줘, search.video
BTS의 최신 뮤직비디오 찾아줘, search.video
코로나19 관련 뉴스 검색해줘, search.video
기상청 날씨 영상 찾아봐, search.video
오늘의 핫 트렌드 검색해줘, search.video
유명 유튜버의 브이로그 찾아줘, search.video
스포츠 하이라이트 영상 검색해줘, search.video
아이유 콘서트 영상 찾아봐, search.video
다큐멘터리 추천해줘, search.video
애니메이션 영화 리뷰 검색해줘, search.video
기술 관련 강의 영상 찾아줘, search.video
여행 브이로그 검색해줘, search.video
건강 운동 영상 찾아봐, search.video
교육용 콘텐츠 검색해줘, search.video

